long,long,long,long,flags,flags,flags,flags,flags,flags,flags,flags,flags,None,flags,None,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,flags,long,flags,long,flags,long,long,long,long,long,long,long,long,None,long,float,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,flags,flags,long,long,long,long,long,long,float,float,float,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,float,float,float,flags,long,long,long,flags,flags,long,long,long,long,long,long,long,long,long,float,flags,float,flags,flags,flags,flags,flags,flags,flags,flags,flags,long,long,long,long,long,str,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,flags,str,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,flags,str,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,flags,str,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,flags,long,long,long,long,long,flags,flags,flags,long,long,long,long,float,float,float,long,long,long,long,long,long,long,long,long,long,float,float,float,long,long
47517,0,0,0,0x1C0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,,0x0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0x0,0,0x4000,100,0x0,0,0,0,0,0,0,0,0,,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0x0,0x0,6,0,0,1,1,0,0,0,0,1,-1,0,0,0,0,21,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0x0,0,0,0,0x0,0x0,0,0,0,0,0,0,47930,0,0,0,0x0,0,0x1800,0x10000,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,2819,0,0,"Grace",,,,,,,,,,,,,,,,0xFF01FE,"Rank 2",,,,,,,,,,,,,,,,0xFF01FE,"Your Flash Heal, Greater Heal, and Penance spells have a $h% chance to bless the target with Grace, increasing all healing received from the Priest by $47930s2%. This effect will stack up to 3 times. Effect lasts $47930d. Grace can only be active on one target at a time.",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,0,0,0,6,0x0,0x0,0x0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
47535,0,0,0,0x1C0,0x0,0x0,0x4000000,0x80000,0x0,0x0,0x0,0x0,,0x0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0x0,0,0x0,101,0x0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0x0,0x0,6,6,0,1,1,0,0,0,0,1,32,0,0,0,0,1,1,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0x0,0,0,0,0x0,0x0,0,0,0,0,0,0,0,0,0,0,0x0,0,0x40,0x0,0x0,0x1,0x1000000,0x0,0x0,0x0,0x0,0,0,2894,0,0,"Rapture",,,,,,,,,,,,,,,,0xFF01FE,"Rank 1",,,,,,,,,,,,,,,,0xFF01FE,"When your Power Word: Shield is completely absorbed or dispelled you are instantly energized with 1.5% of your total mana, and you have a $s2% chance to energize your shielded target with $s1% total mana, $/10;63653s1 rage, $63655s1 energy or $/10;63652s1 runic power. This effect can only occur once every $63853d.",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,0,0,0,6,0x0,0x0,0x0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
47536,0,0,0,0x1C0,0x0,0x0,0x4000000,0x80000,0x0,0x0,0x0,0x0,,0x0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0x0,0,0x0,101,0x0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0x0,0x0,6,6,0,1,1,0,0,0,0,1,65,0,0,0,0,1,1,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0x0,0,0,0,0x0,0x0,0,0,0,0,0,0,0,0,0,0,0x0,0,0x40,0x0,0x0,0x1,0x1000000,0x0,0x0,0x0,0x0,0,0,2894,0,0,"Rapture",,,,,,,,,,,,,,,,0xFF01FE,"Rank 2",,,,,,,,,,,,,,,,0xFF01FE,"When your Power Word: Shield is completely absorbed or dispelled you are instantly energized with 2% of your total mana, and you have a $s2% chance to energize your shielded target with $s1% total mana, $/10;63653s1 rage, $63655s1 energy or $/10;63652s1 runic power. This effect can only occur once every $63853d.",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,0,0,0,6,0x1800,0x10000,0x0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
47537,0,0,0,0x1C0,0x0,0x0,0x4000000,0x80000,0x0,0x0,0x0,0x0,,0x0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0x0,0,0x0,101,0x0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0x0,0x0,6,6,0,1,1,0,0,0,0,1,99,0,0,0,0,1,1,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0x0,0,0,0,0x0,0x0,0,0,0,0,0,0,0,0,0,0,0x0,0,0x40,0x0,0x0,0x1,0x1000000,0x0,0x0,0x0,0x0,0,0,2894,0,0,"Rapture",,,,,,,,,,,,,,,,0xFF01FE,"Rank 3",,,,,,,,,,,,,,,,0xFF01FE,"When your Power Word: Shield is completely absorbed or dispelled you are instantly energized with 2.5% of your total mana, and you have a $s2% chance to energize your shielded target with $s1% total mana, $/10;63653s1 rage, $63655s1 energy or $/10;63652s1 runic power. This effect can only occur once every $63853d.",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,0,0,0,6,0x0,0x0,0x0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
47540,1230,0,0,0x20010100,0x10004484,0x0,0x0,0x8000000,0x2200,0x0,0x0,0x0,,0x0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12000,15,0x0,31756,0x0,101,0x0,69,60,60,0,0,0,0,0,,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0x0,0x0,3,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0,0,0,0x0,0x0,0,0,0,0,0,0,0,0,0,0,0x0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,10980,0,2818,0,50,"Penance",,,,,,,,,,,,,,,,0xFF01FE,"Rank 1",,,,,,,,,,,,,,,,0xFF01FE,"Launches a volley of holy light at the target, causing $47666s1 Holy damage to an enemy, or $47750s1 healing to an ally instantly and every $47758t2 sec for $47758d.",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,16,133,1500,0,6,0x0,0x800000,0x0,0,0,1,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
47558,0,0,0,0x1C0,0x0,0x0,0x4000000,0x0,0x0,0x0,0x0,0x0,,0x0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0x0,0,0x0,101,0x0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0x0,0x0,6,3,0,1,1,0,0,0,0,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0x0,0,0,0,0x0,0x0,21,0,0,0,0,0,0,0,0,0,0x0,0,0x19041E40,0x8010024,0x1004,0x0,0x0,0x0,0x0,0x0,0x0,0,0,2844,0,0,"Test of Faith",,,,,,,,,,,,,,,,0xFF01FE,"Rank 1",,,,,,,,,,,,,,,,0xFF01FE,"Increases healing by $s1% on friendly targets at or below 50% health.",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,0,0,0,6,0x0,0x0,0x0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
47559,0,0,0,0x1C0,0x0,0x0,0x4000000,0x0,0x0,0x0,0x0,0x0,,0x0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0x0,0,0x0,101,0x0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0x0,0x0,6,3,0,1,1,0,0,0,0,7,3,0,0,0,0,1,1,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0x0,0,0,0,0x0,0x0,6935,0,0,0,0,0,0,0,0,0,0x0,0,0x19041E40,0x8010024,0x1004,0x0,0x0,0x0,0x0,0x0,0x0,0,0,2844,0,0,"Test of Faith",,,,,,,,,,,,,,,,0xFF01FE,"Rank 2",,,,,,,,,,,,,,,,0xFF01FE,"Increases healing by $s1% on friendly targets at or below 50% health.",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,0,0,0,6,0x0,0x0,0x0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
47560,0,0,0,0x1C0,0x0,0x0,0x4000000,0x0,0x0,0x0,0x0,0x0,,0x0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0x0,0,0x0,101,0x0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0x0,0x0,6,3,0,1,1,0,0,0,0,11,5,0,0,0,0,1,1,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0x0,0,0,0,0x0,0x0,6918,0,0,0,0,0,0,0,0,0,0x0,0,0x19041E40,0x8010024,0x1004,0x0,0x0,0x0,0x0,0x0,0x0,0,0,2844,0,0,"Test of Faith",,,,,,,,,,,,,,,,0xFF01FE,"Rank 3",,,,,,,,,,,,,,,,0xFF01FE,"Increases healing by $s1% on friendly targets at or below 50% health.",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,0,0,0,6,0x0,0x0,0x0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
47562,0,0,0,0x1D0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,,0x8000000,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0x0,0,0x0,101,0x0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0x0,0x0,6,6,6,1,1,1,0,0,0,1,1,-7,0,0,0,1,1,1,0,0,0,0,0,0,108,108,108,0,0,0,0,0,0,0x0,0,0,0,0x0,0x0,0,22,11,0,0,0,0,0,0,0,0x0,0,0x18000200,0x4,0x4,0x0,0x0,0x4,0x0,0x20,0x0,0,0,2845,0,0,"Divine Providence",,,,,,,,,,,,,,,,0xFF01FE,"Rank 1",,,,,,,,,,,,,,,,0xFF01FE,"Increases the amount healed by Circle of Healing, Binding Heal, Holy Nova, Prayer of Healing, Divine Hymn and Prayer of Mending by $s1%, and reduces the cooldown of your Prayer of Mending by $s3%.",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,0,0,0,6,0x0,0x0,0x0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
47564,0,0,0,0x1D0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,,0x8000000,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0x0,0,0x0,101,0x0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0x0,0x0,6,6,6,1,1,1,0,0,0,3,3,-13,0,0,0,1,1,1,0,0,0,0,0,0,108,108,108,0,0,0,0,0,0,0x0,0,0,0,0x0,0x0,0,22,11,0,0,0,0,0,0,0,0x0,0,0x18000200,0x4,0x4,0x0,0x0,0x4,0x0,0x20,0x0,0,0,2845,0,0,"Divine Providence",,,,,,,,,,,,,,,,0xFF01FE,"Rank 2",,,,,,,,,,,,,,,,0xFF01FE,"Increases the amount healed by Circle of Healing, Binding Heal, Holy Nova, Prayer of Healing, Divine Hymn and Prayer of Mending by $s1%, and reduces the cooldown of your Prayer of Mending by $s3%.",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,0,0,0,6,0x0,0x0,0x0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
47565,0,0,0,0x1D0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,,0x8000000,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0x0,0,0x0,101,0x0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0x0,0x0,6,6,6,1,1,1,0,0,0,5,5,-19,0,0,0,1,1,1,0,0,0,0,0,0,108,108,108,0,0,0,0,0,0,0x0,0,0,0,0x0,0x0,0,22,11,0,0,0,0,0,0,0,0x0,0,0x18000200,0x4,0x4,0x0,0x0,0x4,0x0,0x20,0x0,0,0,2845,0,0,"Divine Providence",,,,,,,,,,,,,,,,0xFF01FE,"Rank 3",,,,,,,,,,,,,,,,0xFF01FE,"Increases the amount healed by Circle of Healing, Binding Heal, Holy Nova, Prayer of Healing, Divine Hymn and Prayer of Mending by $s1%, and reduces the cooldown of your Prayer of Mending by $s3%.",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,0,0,0,6,0x0,0x0,0x0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
47566,0,0,0,0x1D0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,,0x8000000,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0x0,0,0x0,101,0x0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0x0,0x0,6,6,6,1,1,1,0,0,0,7,7,-25,0,0,0,1,1,1,0,0,0,0,0,0,108,108,108,0,0,0,0,0,0,0x0,0,0,0,0x0,0x0,0,22,11,0,0,0,0,0,0,0,0x0,0,0x18000200,0x4,0x4,0x0,0x0,0x4,0x0,0x20,0x0,0,0,2845,0,0,"Divine Providence",,,,,,,,,,,,,,,,0xFF01FE,"Rank 4",,,,,,,,,,,,,,,,0xFF01FE,"Increases the amount healed by Circle of Healing, Binding Heal, Holy Nova, Prayer of Healing, Divine Hymn and Prayer of Mending by $s1%, and reduces the cooldown of your Prayer of Mending by $s3%.",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,0,0,0,6,0x0,0x0,0x0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
47567,0,0,0,0x1D0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,,0x8000000,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0x0,0,0x0,101,0x0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0x0,0x0,6,6,6,1,1,1,0,0,0,9,9,-31,0,0,0,1,1,1,0,0,0,0,0,0,108,108,108,0,0,0,0,0,0,0x0,0,0,0,0x0,0x0,0,22,11,0,0,0,0,0,0,0,0x0,0,0x18000200,0x4,0x4,0x0,0x0,0x4,0x0,0x20,0x0,0,0,2845,0,0,"Divine Providence",,,,,,,,,,,,,,,,0xFF01FE,"Rank 5",,,,,,,,,,,,,,,,0xFF01FE,"Increases the amount healed by Circle of Healing, Binding Heal, Holy Nova, Prayer of Healing, Divine Hymn and Prayer of Mending by $s1%, and reduces the cooldown of your Prayer of Mending by $s3%.",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,0,0,0,6,0x0,0x0,0x0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
47569,0,0,0,0x101C0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x8000000,,0x0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0x0,0,0x0,101,0x0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0x0,0x0,6,6,0,1,1,0,0,0,0,49,34,0,0,0,0,1,1,0,0,0,0,0,0,0,4,149,0,0,0,0,0,0,0,0x0,0,0,0,0x0,0x0,8,32,0,0,0,0,0,0,0,0,0x0,0,0x4,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,217,0,0,"Improved Shadowform",,,,,,,,,,,,,,,,0xFF01FE,"Rank 1",,,,,,,,,,,,,,,,0xFF01FE,"Your Fade ability now has a $s1% chance to remove all movement impairing effects when used while in Shadowform, and reduces casting or channeling time lost when damaged by $s2% when casting any Shadow spell while in Shadowform.",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,0,0,0,6,0x0,0x0,0x0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
47570,0,0,0,0x1C0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x8000000,,0x0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0x0,0,0x0,101,0x0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0x0,0x0,6,6,0,1,1,0,0,0,0,99,69,0,0,0,0,1,1,0,0,0,0,0,0,0,4,149,0,0,0,0,0,0,0,0x0,0,0,0,0x0,0x0,8,32,0,0,0,0,0,0,0,0,0x0,0,0x4,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,217,0,0,"Improved Shadowform",,,,,,,,,,,,,,,,0xFF01FE,"Rank 2",,,,,,,,,,,,,,,,0xFF01FE,"Your Fade ability now has a $s1% chance to remove all movement impairing effects when used while in Shadowform, and reduces casting or channeling time lost when damaged by $s2% when casting any Shadow spell while in Shadowform.",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,0,0,0,6,0x0,0x0,0x0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
47573,0,0,0,0xC0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,,0x0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0x0,0,0x0,0,0x0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0x0,0x0,6,6,6,1,1,1,0,0,0,3,1,3,0,0,0,1,1,1,0,0,0,0,0,0,174,112,175,0,0,0,0,0,0,0x0,0,0,0,0x0,0x0,126,7377,4,4,0,4,0,0,0,0,0x0,0,0x402,0x1,0x0,0x2000,0x0,0x0,0x0,0x0,0x0,0,0,2848,0,0,"Twisted Faith",,,,,,,,,,,,,,,,0xFF01FE,"Rank 1",,,,,,,,,,,,,,,,0xFF01FE,"Increases your spell power by $s1% of your total Spirit, and your damage done by your Mind Flay and Mind Blast is increased by $s2% if your target is afflicted by your Shadow Word: Pain.",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,0,0,0,6,0x0,0x0,0x0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
47577,0,0,0,0xC0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,,0x0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0x0,0,0x0,0,0x0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0x0,0x0,6,6,6,1,1,1,0,0,0,7,3,7,0,0,0,1,1,1,0,0,0,0,0,0,174,112,175,0,0,0,0,0,0,0x0,0,0,0,0x0,0x0,126,7377,4,4,0,0,0,0,0,0,0x0,0,0x402,0x1,0x0,0x2000,0x0,0x0,0x0,0x0,0x0,0,0,2848,0,0,"Twisted Faith",,,,,,,,,,,,,,,,0xFF01FE,"Rank 2",,,,,,,,,,,,,,,,0xFF01FE,"Increases your spell power by $s1% of your total Spirit, and your damage done by your Mind Flay and Mind Blast is increased by $s2% if your target is afflicted by your Shadow Word: Pain.",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,0,0,0,6,0x0,0x0,0x0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
47578,0,0,0,0xC0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,,0x0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0x0,0,0x0,0,0x0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0x0,0x0,6,6,6,1,1,1,0,0,0,11,5,11,0,0,0,1,1,1,0,0,0,0,0,0,174,112,175,0,0,0,0,0,0,0x0,0,0,0,0x0,0x0,126,7377,4,4,0,0,0,0,0,0,0x0,0,0x402,0x1,0x0,0x2000,0x0,0x0,0x0,0x0,0x0,0,0,2848,0,0,"Twisted Faith",,,,,,,,,,,,,,,,0xFF01FE,"Rank 3",,,,,,,,,,,,,,,,0xFF01FE,"Increases your spell power by $s1% of your total Spirit, and your damage done by your Mind Flay and Mind Blast is increased by $s2% if your target is afflicted by your Shadow Word: Pain.",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,0,0,0,6,0x0,0x0,0x0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
47580,0,0,0,0xC0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,,0x0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0x0,0,0x10000,33,0x0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0x0,0x0,6,6,0,1,1,0,0,0,0,0,-11,0,0,0,0,1,1,0,0,0,0,0,0,0,42,4,0,0,0,0,0,0,0,0x0,0,0,0,0x0,0x0,0,0,0,0,0,0,47948,0,0,0,0x0,0,0x0,0x0,0x0,0x2,0x8011,0x0,0x0,0x0,0x0,0,0,2874,0,0,"Pain and Suffering",,,,,,,,,,,,,,,,0xFF01FE,"Rank 1",,,,,,,,,,,,,,,,0xFF01FE,"Your Mind Flay has a $h% chance to refresh the duration of your Shadow Word: Pain on the target, and reduces the damage you take from your own Shadow Word: Death by $s2%.",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,0,0,0,6,0x0,0x0,0x0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
47581,0,0,0,0xC0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,,0x0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0x0,0,0x10000,66,0x0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0x0,0x0,6,6,0,1,1,0,0,0,0,0,-21,0,0,0,0,1,1,0,0,0,0,0,0,0,42,4,0,0,0,0,0,0,0,0x0,0,0,0,0x0,0x0,0,0,0,0,0,0,47948,0,0,0,0x0,0,0x0,0x0,0x0,0x2,0x8011,0x0,0x0,0x0,0x0,0,0,2874,0,0,"Pain and Suffering",,,,,,,,,,,,,,,,0xFF01FE,"Rank 2",,,,,,,,,,,,,,,,0xFF01FE,"Your Mind Flay has a $h% chance to refresh the duration of your Shadow Word: Pain on the target, and reduces the damage you take from your own Shadow Word: Death by $s2%.",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,0,0,0,6,0x800000,0x0,0x0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
47582,0,0,0,0xC0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,,0x0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0x0,0,0x10000,100,0x0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0x0,0x0,6,6,0,1,1,0,0,0,0,0,-31,0,0,0,0,1,1,0,0,0,0,0,0,0,42,4,0,0,0,0,0,0,0,0x0,0,0,0,0x0,0x0,0,0,0,0,0,0,47948,0,0,0,0x0,0,0x0,0x0,0x0,0x2,0x8011,0x0,0x0,0x0,0x0,0,0,2874,0,0,"Pain and Suffering",,,,,,,,,,,,,,,,0xFF01FE,"Rank 3",,,,,,,,,,,,,,,,0xFF01FE,"Your Mind Flay has a $h% chance to refresh the duration of your Shadow Word: Pain on the target, and reduces the damage you take from your own Shadow Word: Death by $s2%.",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,0,0,0,6,0x0,0x0,0x0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
47585,0,0,0,0x1040010,0x20020,0x0,0x0,0x0,0x20008,0x0,0x0,0x0,,0x0,,0,0,0,0,0,0,0,0,0,0,0,0,1,120000,0,0,0x0,0,0x0,101,0x0,0,60,60,32,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0x0,0x0,6,0,6,1,1,1,0,0,0,-91,5,-1,0,0,0,1,0,1,0,0,0,0,0,0,87,0,60,0,0,0,0,0,0,0x0,0,0,0,0x0,0x0,127,0,0,0,0,0,0,0,0,0,0x0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,11005,0,2875,0,0,"Dispersion",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01EC,"You disperse into pure Shadow energy, reducing all damage taken by $47585s1%.  You are unable to attack or cast spells, but you regenerate $49766s1% mana every $60069t1 sec for $d. Dispersion can be cast while stunned, feared or silenced and clears all snare and movement impairing effects when cast, and makes you immune to them while dispersed.",,,,,,,,,,,,,,,,0xFF01FE,"Reduces all damage by $s1%, and you regenerate $49766s1% mana every $60069t1 sec for $d.  Cannot attack or cast spells. Immune to snare and movement impairing effects.",,,,,,,,,,,,,,,,0xFF01FE,0,133,1500,0,6,0x0,0x40000,0x400,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
